GoalID,GoalDesc,TargetID,TargetDesc,Indicator,Region,NumDataPoints,Count,TotalCountries,Ratio,WorldAvailability
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Eastern Asia,At least 2 data points,4,6,0.67,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,South-eastern Asia,At least 2 data points,9,11,0.82,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Western Asia,At least 2 data points,9,13,0.69,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Developed regions,At least 2 data points,36,55,0.65,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Oceania,At least 2 data points,15,20,0.75,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Sub-Saharan Africa,At least 2 data points,49,51,0.96,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.a,Mobilize and significantly increase financial resources from all sources to conserve and sustainably use biodiversity and ecosystems,15.a.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Latin America and the Caribbean,At least 2 data points,33,48,0.69,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Northern Africa,At least 1 data point,5,6,0.83,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Southern Asia,At least 1 data point,9,9,1,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Caucasus and Central Asia,At least 1 data point,8,8,1,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Eastern Asia,At least 1 data point,4,6,0.67,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,South-eastern Asia,At least 1 data point,9,11,0.82,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Western Asia,At least 1 data point,10,13,0.77,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Developed regions,At least 1 data point,36,55,0.65,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Oceania,At least 1 data point,15,20,0.75,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Sub-Saharan Africa,At least 1 data point,50,51,0.98,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Latin America and the Caribbean,At least 1 data point,34,48,0.71,0.8
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Northern Africa,At least 2 data points,5,6,0.83,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Southern Asia,At least 2 data points,9,9,1,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Caucasus and Central Asia,At least 2 data points,8,8,1,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Eastern Asia,At least 2 data points,4,6,0.67,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,South-eastern Asia,At least 2 data points,9,11,0.82,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Western Asia,At least 2 data points,9,13,0.69,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Developed regions,At least 2 data points,36,55,0.65,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Oceania,At least 2 data points,15,20,0.75,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Sub-Saharan Africa,At least 2 data points,49,51,0.96,0.78
15,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss",15.b,"Mobilize significant resources from all sources and at all levels to finance sustainable forest management and provide adequate incentives to developing countries to advance such management, including for conservation and reforestation",15.b.1 - Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems,Latin America and the Caribbean,At least 2 data points,33,48,0.69,0.78
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Northern Africa,At least 1 data point,5,6,0.83,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Southern Asia,At least 1 data point,9,9,1,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Caucasus and Central Asia,At least 1 data point,8,8,1,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Eastern Asia,At least 1 data point,6,6,1,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",South-eastern Asia,At least 1 data point,11,11,1,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Western Asia,At least 1 data point,13,13,1,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Developed regions,At least 1 data point,51,55,0.93,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Oceania,At least 1 data point,8,20,0.4,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Sub-Saharan Africa,At least 1 data point,48,51,0.94,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Latin America and the Caribbean,At least 1 data point,34,48,0.71,0.85
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Northern Africa,At least 2 data points,3,6,0.5,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Southern Asia,At least 2 data points,8,9,0.89,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Caucasus and Central Asia,At least 2 data points,6,8,0.75,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Eastern Asia,At least 2 data points,5,6,0.83,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",South-eastern Asia,At least 2 data points,8,11,0.73,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Western Asia,At least 2 data points,9,13,0.69,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Developed regions,At least 2 data points,47,55,0.85,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Oceania,At least 2 data points,3,20,0.15,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Sub-Saharan Africa,At least 2 data points,14,51,0.27,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.1,Significantly reduce all forms of violence and related death rates everywhere,"16.1.1 - Number of victims of intentional homicide per 100,000 population, by sex and age",Latin America and the Caribbean,At least 2 data points,29,48,0.6,0.57
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Northern Africa,At least 1 data point,6,6,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Southern Asia,At least 1 data point,9,9,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Caucasus and Central Asia,At least 1 data point,8,8,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Eastern Asia,At least 1 data point,6,6,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",South-eastern Asia,At least 1 data point,11,11,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Western Asia,At least 1 data point,13,13,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Developed regions,At least 1 data point,55,55,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Oceania,At least 1 data point,20,20,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Sub-Saharan Africa,At least 1 data point,51,51,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Latin America and the Caribbean,At least 1 data point,45,48,0.94,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Northern Africa,At least 2 data points,6,6,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Southern Asia,At least 2 data points,9,9,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Caucasus and Central Asia,At least 2 data points,8,8,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Eastern Asia,At least 2 data points,6,6,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",South-eastern Asia,At least 2 data points,11,11,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Western Asia,At least 2 data points,13,13,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Developed regions,At least 2 data points,55,55,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Oceania,At least 2 data points,20,20,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Sub-Saharan Africa,At least 2 data points,51,51,1,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.10,"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements","16.10.1 - Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months",Latin America and the Caribbean,At least 2 data points,45,48,0.94,0.97
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Northern Africa,At least 1 data point,4,6,0.67,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Southern Asia,At least 1 data point,3,9,0.33,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Caucasus and Central Asia,At least 1 data point,6,8,0.75,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Eastern Asia,At least 1 data point,1,6,0.17,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,South-eastern Asia,At least 1 data point,2,11,0.18,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Western Asia,At least 1 data point,7,13,0.54,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Developed regions,At least 1 data point,8,55,0.15,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Oceania,At least 1 data point,4,20,0.2,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Sub-Saharan Africa,At least 1 data point,23,51,0.45,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Latin America and the Caribbean,At least 1 data point,15,48,0.31,0.33
16,"Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels",16.2,"End abuse, exploitation, trafficking and all forms of violence against and torture of children",16.2.1 - Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,Northern Africa,At least 2 data points,0,6,0,0
